"","Scientific_Name","Duration","Active_Growth_Period","Foliage_Color","pH_Min","pH_Max","Precip_Min","Precip_Max","Shade_Tolerance","Temp_Min_F"
"3076","Narcissus ×incomparabilis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3077","Narcissus jonquilla","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3078","Narcissus ×medioluteus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3079","Narcissus poeticus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3080","Narcissus pseudonarcissus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3081","Nasturtium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082","Nasturtium officinale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3083","Nelumbo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084","Nelumbo lutea","Perennial","Summer","Green",4.6,8.7,NA,NA,"Intolerant",-36
"3085","Nelumbo nucifera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3086","Nemophila",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087","Nemophila aphylla","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3088","Neobeckia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3089","Neobeckia aquatica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3090","Nepeta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091","Nepeta cataria","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3092","Nicandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093","Nicandra physalodes","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3094","Nicotiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095","Nicotiana alata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3096","Nicotiana glauca","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3097","Nicotiana longiflora","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3098","Nicotiana obtusifolia","Annual, Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3099","Nicotiana obtusifolia var. obtusifolia","Annual, Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3100","Nicotiana plumbaginifolia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3101","Nicotiana tabacum","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3102","Nigella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103","Nigella damascena","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3104","Nuphar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105","Nuphar lutea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3106","Nuphar lutea ssp. advena","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3107","Nuphar lutea ssp. variegata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3108","Nuttallanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109","Nuttallanthus canadensis","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3110","Nymphaea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111","Nymphaea odorata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3112","Nymphaea odorata ssp. odorata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3113","Nymphaea odorata ssp. tuberosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3114","Nymphoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115","Nymphoides aquatica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3116","Nymphoides cordata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3117","Nymphoides peltata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3118","Nyssa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119","Nyssa biflora","Perennial","Spring and Summer","Green",4.5,5.7,40,60,"Intolerant",-18
"3120","Nyssa sylvatica","Perennial","Spring and Summer","Green",4.5,6,40,60,"Tolerant",-18
"3121","Obolaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122","Obolaria virginica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3123","Oclemena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124","Oclemena acuminata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3125","Oclemena nemoralis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3126","Oenanthe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127","Oenanthe aquatica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3128","Oenothera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129","Oenothera argillicola","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3130","Oenothera biennis","Biennial","Spring, Summer, Fall","Green",5,7,20,55,"Intolerant",-28
"3131","Oenothera fruticosa","Perennial","Spring and Summer","Green",4.5,7,32,62,"Tolerant",-33
"3132","Oenothera fruticosa ssp. fruticosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3133","Oenothera fruticosa ssp. glauca","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3134","Oenothera grandis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3135","Oenothera humifusa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3136","Oenothera laciniata","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3137","Oenothera nutans","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3138","Oenothera oakesiana","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3139","Oenothera parviflora","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3140","Oenothera perennis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3141","Oenothera villosa","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3142","Oenothera villosa ssp. villosa","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3143","Oldenlandia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144","Oldenlandia uniflora","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3145","Oligoneuron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146","Oligoneuron rigidum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3147","Oligoneuron rigidum var. rigidum","Perennial","Spring and Summer","Green",5,7.5,14,60,"Intermediate",-43
"3148","Onoclea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149","Onoclea sensibilis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3150","Ononis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151","Ononis repens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3152","Ononis spinosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3153","Onopordum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154","Onopordum acanthium","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3155","Onosmodium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156","Onosmodium bejariense","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3157","Onosmodium bejariense var. hispidissimum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3158","Onosmodium virginianum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3159","Ophioglossum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3160","Ophioglossum pusillum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3161","Ophioglossum vulgatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3162","Oplismenus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163","Oplismenus hirtellus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3164","Oplismenus hirtellus ssp. undulatifolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3165","Opuntia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3166","Opuntia humifusa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3167","Orbexilum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168","Orbexilum pedunculatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3169","Orbexilum pedunculatum var. pedunculatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3170","Orbexilum pedunculatum var. psoralioides","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3171","Origanum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3172","Origanum vulgare","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3173","Ornithogalum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174","Ornithogalum nutans","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3175","Ornithogalum umbellatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3176","Orobanche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177","Orobanche minor","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3178","Orobanche uniflora","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3179","Orontium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3180","Orontium aquaticum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3181","Orthilia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182","Orthilia secunda","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3183","Orthocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184","Orthocarpus bracteosus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3185","Oryzopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3186","Oryzopsis asperifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3187","Osmorhiza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3188","Osmorhiza claytonii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3189","Osmorhiza longistylis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3190","Osmunda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191","Osmunda cinnamomea","Perennial","Spring and Fall","Green",4.5,7,40,60,"Tolerant",-33
"3192","Osmunda cinnamomea var. cinnamomea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3193","Osmunda cinnamomea var. glandulosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3194","Osmunda claytoniana","Perennial","Spring, Summer, Fall","Dark Green",4,6,32,55,"Tolerant",-38
"3195","Osmunda regalis","Perennial","Spring, Summer, Fall","Dark Green",4,6,32,55,"Tolerant",-38
"3196","Osmunda regalis var. spectabilis","Perennial","Spring","Green",4.3,5.2,35,60,"Tolerant",-33
"3197","Ostrya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3198","Ostrya virginiana","Perennial","Spring and Summer","Green",4.2,7.6,18,60,"Tolerant",-38
"3199","Oxalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200","Oxalis corniculata","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3201","Oxalis dillenii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3202","Oxalis grandis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3203","Oxalis montana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3204","Oxalis stricta","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3205","Oxalis violacea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3206","Oxydendrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207","Oxydendrum arboreum","Perennial","Spring and Summer","Green",4,6.5,30,40,"Tolerant",-13
"3208","Oxypolis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3209","Oxypolis canbyi","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3210","Oxypolis rigidior","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3211","Pachysandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3212","Pachysandra terminalis","Perennial","Spring and Summer","Dark Green",5.5,7.5,36,60,"Tolerant",-28
"3213","Packera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3214","Packera anonyma","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3215","Packera antennariifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3216","Packera aurea","Perennial","Spring","Green",4.5,8.5,15,55,"Tolerant",-43
"3217","Packera glabella","Annual","Spring","Green",4,7.5,30,50,"Intolerant",32
"3218","Packera obovata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3219","Packera paupercula","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3220","Packera tomentosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3221","Panax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3222","Panax quinquefolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3223","Panax trifolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3224","Panicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3225","Panicum amarum","Perennial","Summer","Green",5,7.5,18,60,"Intolerant",-18
"3226","Panicum amarum var. amarulum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3227","Panicum amarum var. amarum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3228","Panicum anceps","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3229","Panicum capillare","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3230","Panicum dichotomiflorum","Annual","Summer and Fall","Green",4.8,7,20,65,"Intolerant",-43
"3231","Panicum dichotomiflorum var. dichotomiflorum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3232","Panicum flexile","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3233","Panicum gattingeri","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3234","Panicum hemitomon","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3235","Panicum miliaceum","Annual","Summer","Green",5.8,6.8,25,50,"Intolerant",47
"3236","Panicum miliaceum ssp. miliaceum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3237","Panicum paludosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3238","Panicum philadelphicum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3239","Panicum psilopodium","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3240","Panicum rigidulum","Perennial","Summer","Green",5,7.5,32,64,"Intolerant",-33
"3241","Panicum rigidulum var. combsii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3242","Panicum rigidulum var. elongatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3243","Panicum rigidulum var. pubescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3244","Panicum rigidulum var. rigidulum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3245","Panicum verrucosum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3246","Panicum virgatum","Perennial","Summer","Green",4.5,8,12,60,"Intolerant",-43
"3247","Panicum virgatum var. spissum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3248","Panicum virgatum var. virgatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3249","Papaver",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3250","Papaver argemone","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3251","Papaver dubium","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3252","Papaver nudicaule","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3253","Papaver nudicaule ssp. americanum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3254","Papaver orientale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3255","Papaver rhoeas","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3256","Papaver somniferum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3257","Parapholis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3258","Parapholis incurva","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3259","Parietaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3260","Parietaria floridana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3261","Parietaria pensylvanica","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3262","Parnassia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3263","Parnassia asarifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3264","Paronychia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3265","Paronychia argyrocoma","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3266","Paronychia canadensis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3267","Paronychia fastigiata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3268","Paronychia fastigiata var. fastigiata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3269","Paronychia fastigiata var. paleacea","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3270","Paronychia montana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3271","Paronychia virginica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3272","Parthenium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3273","Parthenium auriculatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3274","Parthenium hysterophorus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3275","Parthenium integrifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3276","Parthenium integrifolium var. integrifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3277","Parthenocissus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3278","Parthenocissus quinquefolia","Perennial","Spring and Summer","Green",5,7.5,32,60,"Intermediate",-28
"3279","Parthenocissus tricuspidata","Perennial","Spring and Summer","Dark Green",5,6.5,35,60,"Tolerant",-28
"3280","Paspalum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281","Paspalum boscianum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3282","Paspalum convexum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3283","Paspalum dilatatum","Perennial","Spring","Green",4.9,6.5,35,60,"Intermediate",-3
"3284","Paspalum dissectum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3285","Paspalum distichum","Perennial","Spring, Summer, Fall","Green",4.9,8.9,30,64,"Intolerant",-13
"3286","Paspalum floridanum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3287","Paspalum fluitans","Annual","Spring and Summer","Gray-Green",6,8.6,40,64,"Intermediate",-23
"3288","Paspalum laeve","Perennial","Spring and Summer","Green",4.5,7.5,38,59,"Intermediate",-13
"3289","Paspalum pubiflorum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3290","Paspalum scrobiculatum","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3291","Paspalum setaceum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3292","Passiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3293","Passiflora foetida","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3294","Passiflora foetida var. isthmia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3295","Passiflora incarnata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3296","Passiflora lutea","Perennial","Spring","Green",4.5,8,38,60,"Tolerant",-23
"3297","Pastinaca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298","Pastinaca sativa","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3299","Patis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3300","Patis racemosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3301","Paulownia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302","Paulownia tomentosa","Perennial","Spring and Summer","Green",4.5,7.5,30,55,"Intolerant",-8
"3303","Paxistima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3304","Paxistima canbyi","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3305","Pedicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306","Pedicularis canadensis","Perennial","Spring and Summer","Gray-Green",4,7,34,60,"Tolerant",-43
"3307","Pedicularis canadensis ssp. canadensis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3308","Pedicularis lanceolata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3309","Pellaea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310","Pellaea atropurpurea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3311","Pellaea glabella","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3312","Pellaea glabella ssp. glabella","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3313","Peltandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314","Peltandra virginica","Perennial","Spring","Green",5,8.8,35,60,"Intermediate",-23
"3315","Pennisetum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316","Pennisetum glaucum","Annual, Perennial","Summer","Green",5.5,6.8,30,50,"Intolerant",-35
"3317","Penstemon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318","Penstemon calycosus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3319","Penstemon canescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3320","Penstemon digitalis","Perennial","Spring and Summer","Red",5.5,7,30,55,"Tolerant",-38
"3321","Penstemon hirsutus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3322","Penstemon laevigatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3323","Penstemon pallidus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3324","Penthorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325","Penthorum sedoides","Perennial","Spring","Green",5,7,30,50,"Intermediate",-28
"3326","Perilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327","Perilla frutescens","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3328","Perilla frutescens var. frutescens","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3329","Persea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330","Persea palustris","Perennial","Spring and Summer","Green",5,7,35,60,"Intermediate",12
"3331","Petrorhagia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332","Petrorhagia prolifera","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3333","Petroselinum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","Petroselinum crispum","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3335","Petunia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336","Petunia axillaris","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3337","Phacelia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338","Phacelia bipinnatifida","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"3339","Phacelia covillei","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3340","Phacelia dubia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3341","Phacelia dubia var. dubia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3342","Phacelia purshii","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3343","Phalaris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344","Phalaris arundinacea","Perennial","Spring, Summer, Fall","Green",5.5,8,30,65,"Intolerant",-38
"3345","Phalaris canariensis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3346","Phalaris caroliniana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3347","Phalaris paradoxa","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3348","Phaseolus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","Phaseolus polystachios","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3350","Phaseolus polystachios var. polystachios","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3351","Phegopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352","Phegopteris connectilis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3353","Phegopteris hexagonoptera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3354","Phemeranthus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355","Phemeranthus teretifolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3356","Philadelphus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357","Philadelphus coronarius","Perennial","Spring and Summer","Green",5.3,7.5,35,50,"Intolerant",-18
"3358","Philadelphus hirsutus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3359","Philadelphus inodorus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3360","Philadelphus pubescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3361","Philadelphus pubescens var. intectus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3362","Phleum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363","Phleum pratense","Perennial","Spring and Summer","Green",5,7.8,30,65,"Intermediate",-43
"3364","Phleum subulatum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3365","Phlox",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366","Phlox carolina","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3367","Phlox carolina ssp. carolina","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3368","Phlox divaricata","Perennial","Spring and Summer","Green",5.5,7.2,32,60,"Intermediate",-33
"3369","Phlox divaricata ssp. divaricata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3370","Phlox divaricata ssp. laphamii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3371","Phlox drummondii","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3372","Phlox drummondii ssp. drummondii","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"3373","Phlox glaberrima","Perennial","Spring and Summer","Green",5.8,7,32,50,"Intermediate",-28
"3374","Phlox glaberrima ssp. triflora","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3375","Phlox latifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3376","Phlox maculata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3377","Phlox maculata ssp. maculata","Perennial","Spring, Summer, Fall","Green",5.9,6.8,30,55,"Intolerant",-18
"3378","Phlox maculata ssp. pyramidalis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3379","Phlox paniculata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3380","Phlox pilosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3381","Phlox pilosa ssp. pilosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3382","Phlox stolonifera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3383","Phlox subulata","Perennial","Spring, Summer, Fall","Green",5.7,7.5,34,60,"Intermediate",-28
"3384","Phlox subulata ssp. brittonii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3385","Phlox subulata ssp. subulata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3386","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387","Phoenix dactylifera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3388","Phoradendron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389","Phoradendron leucarpum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3390","Photinia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391","Photinia floribunda","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"3392","Photinia melanocarpa","Perennial",NA,"Red",4.4,6.5,24,80,"Tolerant",24
